EC_number,Compound_Id(KEGG),Organism,KM,Stoich_coef,Direction,kcat,EC1,EC2,EC3,EC4,kcat/KM,kcat/kmax,Catalytic_group,order
1.3.7.7,C02880,Rhodobacter capsulatus,10.6,-1,-1,,1,3,7,7,,,Other,
1.3.8.1,C00004,Peptoclostridium difficile,145,1,1,3,1,3,8,1,20689.65517,0.09009009,Other,
1.3.8.1,C00877,Peptoclostridium difficile,2.5,1,1,3,1,3,8,1,1200000,0.09009009,Other,
1.3.8.1,C00136,Homo sapiens,27.65,-1,-1,9.6,1,3,8,1,347197.1067,0.288288288,Other,
1.3.8.1,C05270,Homo sapiens,4,-1,-1,9.6,1,3,8,1,2400000,0.288288288,Other,
1.3.8.1,C00136,Megasphaera elsdenii,9.5,-1,-1,5,1,3,8,1,526315.7895,0.15015015,Other,
1.3.8.1,C00136,Oryctolagus cuniculus,2.4,-1,-1,,1,3,8,1,,,Other,
1.3.8.1,C00136,Peptoclostridium difficile,10,-1,-1,2,1,3,8,1,200000,0.06006006,Other,
1.3.8.1,C00136,Rattus norvegicus,0.6,-1,-1,,1,3,8,1,,,Other,
1.3.8.1,C05270,Rattus norvegicus,3.8,-1,-1,,1,3,8,1,,,Other,
1.3.8.1,C00136,Sus scrofa,18.5,-1,-1,6.835,1,3,8,1,369459.4595,0.205255255,Other,
1.3.8.1,C00877,Clostridium kluyveri,8,1,1,,1,3,8,1,,,Other,
1.3.98.1,C00122,Leishmania major,112.85,-1,-1,,1,3,98,1,,,Other,
1.3.98.1,C00122,Trypanosoma cruzi,48.5,-1,-1,,1,3,98,1,,,Other,
1.3.98.1,C00337,Trypanosoma cruzi,16.3,-1,-1,,1,3,98,1,,,Other,
1.3.98.1,C00337,Crithidia fasciculata,5,-1,-1,231,1,3,98,1,46200000,1,Other,
1.3.98.1,C00337,Lactobacillus delbrueckii,500,-1,-1,2.7,1,3,98,1,5400,0.011688312,Other,
1.3.98.1,C00337,Plasmodium falciparum,91,-1,-1,7.8,1,3,98,1,85714.28571,0.033766234,Other,
1.3.98.1,C00337,Saccharomyces cerevisiae,8.4,-1,-1,23,1,3,98,1,2738095.238,0.0995671,Other,
1.3.99.1,C00042,Acidianus ambivalens,400,-1,-1,,1,3,99,1,,,Other,
1.3.99.1,C00122,Acidianus ambivalens,70,1,1,,1,3,99,1,,,Other,
1.3.99.12,C00630,Homo sapiens,130,-1,-1,2900,1,3,99,12,22307692.31,0.341176471,Other,
1.3.99.12,C00630,Rattus norvegicus,110,-1,-1,8500,1,3,99,12,77272727.27,1,Other,
1.3.99.12,C01033,Solanum tuberosum,1,-1,-1,1.77,1,3,99,12,1770000,0.000208235,Other,
1.3.99.16,C06323,Brevundimonas diminuta,16,-1,-1,,1,3,99,16,,,Other,
1.3.99.17,C06413,Pseudomonas putida,120,-1,-1,85.4,1,3,99,17,711666.6667,0.010047059,Other,
1.3.99.18,C06325,Pseudomonas sp.,23,-1,-1,,1,3,99,18,,,Other,
1.3.99.18,C06325,Serratia marcescens,1450,-1,-1,,1,3,99,18,,,Other,
1.3.99.19,C06414,Agrobacterium sp.,9.3,-1,-1,,1,3,99,19,,,Other,
1.3.99.22,C00019,Bacillus circulans,385,-2,-1,0.021,1,3,99,22,54.54545455,2.47E-06,Other,
1.3.99.28,C05421,Rhodobacter capsulatus,33.3,-1,-1,,1,3,99,28,,,Other,
1.3.99.28,C05421,Rubrivivax gelatinosus,14.8,-1,-1,,1,3,99,28,,,Other,
1.3.99.28,C05430,Rhodobacter capsulatus,16.6,0,0,,1,3,99,28,,,Other,
1.3.99.28,C05431,Rubrivivax gelatinosus,33.1,1,1,,1,3,99,28,,,Other,
1.3.99.31,C05421,Pantoea ananatis,17.6,-1,-1,,1,3,99,31,,,Other,
1.3.99.31,C05421,Rubrivivax gelatinosus,14800,-1,-1,,1,3,99,31,,,Other,
1.3.99.31,C05431,Rubrivivax gelatinosus,33100,0,0,,1,3,99,31,,,Other,
1.3.99.5,C00535,Homo sapiens,0.4,1,1,,1,3,99,5,,,Other,
1.3.99.5,C00535,Mesocricetus auratus,1.9,1,1,,1,3,99,5,,,Other,
1.3.99.6,C00410,Digitalis lanata,120,0,0,,1,3,99,6,,,Other,
1.4.1.1,C00003,Archaeoglobus fulgidus,600,-1,-1,6.1,1,4,1,1,10166.66667,0.000212914,Other,
1.4.1.1,C00003,Bacillus cereus,680,-1,-1,,1,4,1,1,,,Other,
1.4.1.1,C00003,Mycobacterium tuberculosis,132.8,-1,-1,,1,4,1,1,,,Other,
1.4.1.1,C00003,Phormidium lapideum,36,-1,-1,95.5,1,4,1,1,2652777.778,0.003333333,Other,
1.4.1.1,C00003,Shewanella sp.,70,-1,-1,63,1,4,1,1,900000,0.002198953,Other,
1.4.1.1,C00006,Shewanella sp.,4000,-1,-1,63,1,4,1,1,15750,0.002198953,Other,
1.4.1.1,C00003,Streptomyces phaeochromogenes,36,-1,-1,,1,4,1,1,,,Other,
1.4.1.1,C00003,Thielaviopsis paradoxa,274,-1,-1,,1,4,1,1,,,Other,
1.4.1.1,C00003,Vibrio proteolyticus,180,-1,-1,,1,4,1,1,,,Other,
1.4.1.1,C00004,Archaeoglobus fulgidus,20,1,1,118,1,4,1,1,5900000,0.004118674,Other,
1.4.1.1,C00014,Archaeoglobus fulgidus,17300,1,1,118,1,4,1,1,6820.809249,0.004118674,Other,
1.4.1.1,C00022,Archaeoglobus fulgidus,160,1,1,118,1,4,1,1,737500,0.004118674,Other,
1.4.1.1,C00004,Bacillus cereus,178.5,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00014,Bacillus cereus,26000,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00022,Bacillus cereus,500,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00004,Mycobacterium tuberculosis,38.4,1,1,694,1,4,1,1,18072916.67,0.024223386,Other,
1.4.1.1,C00014,Mycobacterium tuberculosis,2300,1,1,694,1,4,1,1,301739.1304,0.024223386,Other,
1.4.1.1,C00022,Mycobacterium tuberculosis,1780,1,1,694,1,4,1,1,389887.6404,0.024223386,Other,
1.4.1.1,C00004,Shewanella sp.,60,1,1,2209,1,4,1,1,36816666.67,0.077102967,Other,
1.4.1.1,C00014,Shewanella sp.,28000,1,1,2209,1,4,1,1,78892.85714,0.077102967,Other,
1.4.1.1,C00022,Shewanella sp.,595,1,1,2209,1,4,1,1,3712605.042,0.077102967,Other,
1.4.1.1,C00004,Thielaviopsis paradoxa,197,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00014,Thielaviopsis paradoxa,3000,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00022,Thielaviopsis paradoxa,8160,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00004,Vibrio proteolyticus,90,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00014,Vibrio proteolyticus,110000,1,1,,1,4,1,1,,,Other,
1.4.1.1,C00022,Vibrio proteolyticus,610,1,1,,1,4,1,1,,,Other,
1.4.1.10,C00004,Mycobacterium tuberculosis,8.7,1,1,,1,4,1,10,,,Other,
1.4.1.10,C00014,Mycobacterium tuberculosis,120000,1,1,,1,4,1,10,,,Other,
1.4.1.10,C00048,Mycobacterium tuberculosis,5400,1,1,,1,4,1,10,,,Other,
1.4.1.11,C00003,Clostridium sp.,205,-1,-1,,1,4,1,11,,,Other,
1.4.1.11,C01186,Clostridium sp.,235,-1,-1,,1,4,1,11,,,Other,
1.4.1.11,C00004,Clostridium sp.,74,1,1,,1,4,1,11,,,Other,
1.4.1.11,C00014,Clostridium sp.,140000,1,1,,1,4,1,11,,,Other,
1.4.1.11,C01186,Brevibacterium L5,750,-1,-1,,1,4,1,11,,,Other,
1.4.1.13,C00005,Azospirillum brasilense,47.9,1,1,24.55,1,4,1,13,512526.096,0.000856894,Other,
1.4.1.13,C00026,Azospirillum brasilense,490,1,1,24.55,1,4,1,13,50102.04082,0.000856894,Other,
1.4.1.13,C00005,Bacillus subtilis,6.5,1,1,,1,4,1,13,,,Other,
1.4.1.13,C00026,Bacillus subtilis,11,1,1,,1,4,1,13,,,Other,
1.4.1.13,C00005,Escherichia coli,8.1,1,1,,1,4,1,13,,,Other,
1.4.1.13,C00026,Escherichia coli,240,1,1,,1,4,1,13,,,Other,
1.4.1.13,C00005,Pyrococcus horikoshii,3265,1,1,11.36,1,4,1,13,3479.326187,0.00039651,Other,
1.4.1.14,C00004,Lupinus angustifolius,1.4,1,1,,1,4,1,14,,,Other,
1.4.1.14,C00026,Lupinus angustifolius,6,1,1,,1,4,1,14,,,Other,
1.4.1.14,C00004,Phaseolus vulgaris,9.6,1,1,,1,4,1,14,,,Other,
1.4.1.14,C00026,Phaseolus vulgaris,54.5,1,1,,1,4,1,14,,,Other,
1.4.1.14,C00025,Bacillus methanolicus,1,-2,-1,,1,4,1,14,,,Other,
1.4.1.14,C00026,Bacillus methanolicus,1.4,1,1,,1,4,1,14,,,Other,
1.4.1.18,C00003,Geobacillus stearothermophilus,88,-1,-1,,1,4,1,18,,,Other,
1.4.1.18,C00047,Geobacillus stearothermophilus,730,-1,-1,,1,4,1,18,,,Other,
1.4.1.19,C00004,Nicotiana tabacum,1390,1,1,,1,4,1,19,,,Other,
1.4.1.2,C00003,Bacillus subtilis,80,-1,-1,18.1,1,4,1,2,226250,0.000631763,Other,
1.4.1.2,C00025,Bacillus subtilis,340,-1,-1,18.1,1,4,1,2,53235.29412,0.000631763,Other,
1.4.1.2,C00003,Bos taurus,285,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00025,Bos taurus,1270,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00003,Clostridium symbiosum,140,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00006,Clostridium symbiosum,163,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00025,Clostridium symbiosum,3970,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00003,Halobacterium salinarum,115,-1,-1,16,1,4,1,2,139130.4348,0.000558464,Other,
1.4.1.2,C00025,Halobacterium salinarum,0.018,-1,-1,16,1,4,1,2,888888888.9,0.000558464,Other,
1.4.1.2,C00003,Janthinobacterium lividum,2100,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00025,Janthinobacterium lividum,7100,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00003,Peptoniphilus asaccharolyticus,345,-1,-1,6,1,4,1,2,17391.30435,0.000209424,Other,
1.4.1.2,C00006,Peptoniphilus asaccharolyticus,3700,-1,-1,6,1,4,1,2,1621.621622,0.000209424,Other,
1.4.1.2,C00025,Peptoniphilus asaccharolyticus,5820,-1,-1,6,1,4,1,2,1030.927835,0.000209424,Other,
1.4.1.2,C00003,Psychrobacter sp.,500,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00025,Psychrobacter sp.,28600,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00003,Pyrobaculum calidifontis,28,-1,-1,14,1,4,1,2,500000,0.000488656,Other,
1.4.1.2,C00025,Pyrobaculum calidifontis,5300,-1,-1,14,1,4,1,2,2641.509434,0.000488656,Other,
1.4.1.2,C00003,Pyrobaculum islandicum,19,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00025,Pyrobaculum islandicum,170,-1,-1,,1,4,1,2,,,Other,
1.4.1.2,C00004,Bacillus subtilis,70,1,1,343,1,4,1,2,4900000,0.011972077,Other,
1.4.1.2,C00014,Bacillus subtilis,55600,1,1,343,1,4,1,2,6169.064748,0.011972077,Other,
1.4.1.2,C00026,Bacillus subtilis,650,1,1,343,1,4,1,2,527692.3077,0.011972077,Other,
1.4.1.2,C00004,Clostridium symbiosum,36,1,1,130.2,1,4,1,2,3616666.667,0.004544503,Other,
1.4.1.2,C00005,Clostridium symbiosum,510,1,1,130.2,1,4,1,2,255294.1176,0.004544503,Other,
1.4.1.2,C00014,Clostridium symbiosum,62800,1,1,130.2,1,4,1,2,2073.248408,0.004544503,Other,
1.4.1.2,C00026,Clostridium symbiosum,143925,1,1,130.2,1,4,1,2,904.6378322,0.004544503,Other,
1.4.1.2,C00004,Dictyostelium discoideum,63.5,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00014,Dictyostelium discoideum,24200,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00026,Dictyostelium discoideum,1325,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00004,Halobacterium salinarum,11.5,1,1,47,1,4,1,2,4086956.522,0.001640489,Other,
1.4.1.2,C00014,Halobacterium salinarum,0.24,1,1,47,1,4,1,2,195833333.3,0.001640489,Other,
1.4.1.2,C00026,Halobacterium salinarum,2.1,1,1,47,1,4,1,2,22380952.38,0.001640489,Other,
1.4.1.2,C00004,Peptoniphilus asaccharolyticus,4.4,1,1,20.4,1,4,1,2,4636363.636,0.000712042,Other,
1.4.1.2,C00005,Peptoniphilus asaccharolyticus,1640,1,1,20.4,1,4,1,2,12439.02439,0.000712042,Other,
1.4.1.2,C00014,Peptoniphilus asaccharolyticus,144000,1,1,20.4,1,4,1,2,141.6666667,0.000712042,Other,
1.4.1.2,C00026,Peptoniphilus asaccharolyticus,103,1,1,20.4,1,4,1,2,198058.2524,0.000712042,Other,
1.4.1.2,C00004,Pyrobaculum calidifontis,1,1,1,58,1,4,1,2,58000000,0.002024433,Other,
1.4.1.2,C00014,Pyrobaculum calidifontis,9800,1,1,58,1,4,1,2,5918.367347,0.002024433,Other,
1.4.1.2,C00026,Pyrobaculum calidifontis,920,1,1,58,1,4,1,2,63043.47826,0.002024433,Other,
1.4.1.2,C00004,Rattus norvegicus,37.85,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00014,Rattus norvegicus,5.4,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00026,Rattus norvegicus,1.31,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00004,Salinibacter ruber,190,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00014,Salinibacter ruber,300000,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00026,Salinibacter ruber,5600,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00014,Bacillus cereus,48016.5,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00014,Janthinobacterium lividum,33900,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00026,Janthinobacterium lividum,41,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00014,Psychrobacter sp.,24600,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00026,Psychrobacter sp.,2360,1,1,,1,4,1,2,,,Other,
1.4.1.2,C00025,Rattus norvegicus,3.02,-1,-1,,1,4,1,2,,,Other,
1.4.1.20,C00003,Bacillus badius,130,-1,-1,,1,4,1,20,,,Other,
1.4.1.20,C00003,Sporosarcina ureae,181,-1,-1,,1,4,1,20,,,Other,
1.4.1.20,C00003,Thermoactinomyces intermedius,170,-1,-1,,1,4,1,20,,,Other,
1.4.1.20,C00004,Thermoactinomyces intermedius,83,1,1,91,1,4,1,20,1096385.542,0.003176265,Other,
1.4.1.20,C00166,Thermoactinomyces intermedius,62.5,1,1,91,1,4,1,20,1456000,0.003176265,Other,
1.4.1.20,C00166,Lysinibacillus sphaericus,370,1,1,113,1,4,1,20,305405.4054,0.003944154,Other,
1.4.1.21,C00003,Archaeoglobus fulgidus,970,-1,-1,,1,4,1,21,,,Other,
1.4.1.21,C00006,Archaeoglobus fulgidus,7430,-1,-1,,1,4,1,21,,,Other,
1.4.1.21,C00049,Archaeoglobus fulgidus,3300,-1,-1,,1,4,1,21,,,Other,
1.4.1.21,C00003,Bradyrhizobium japonicum,10000,-1,-1,6.2,1,4,1,21,620,0.000216405,Other,
1.4.1.21,C00006,Bradyrhizobium japonicum,120,-1,-1,6.2,1,4,1,21,51666.66667,0.000216405,Other,
1.4.1.21,C00049,Bradyrhizobium japonicum,27000,-1,-1,6.2,1,4,1,21,229.6296296,0.000216405,Other,
1.4.1.21,C00003,Cupriavidus necator,110,-1,-1,,1,4,1,21,,,Other,
1.4.1.21,C00006,Cupriavidus necator,320,-1,-1,,1,4,1,21,,,Other,
1.4.1.21,C00049,Cupriavidus necator,2245,-1,-1,,1,4,1,21,,,Other,
1.4.1.21,C00003,Pseudomonas aeruginosa,470,-1,-1,46.1,1,4,1,21,98085.10638,0.001609075,Other,
1.4.1.21,C00006,Pseudomonas aeruginosa,470,-1,-1,46.1,1,4,1,21,98085.10638,0.001609075,Other,
1.4.1.21,C00049,Pseudomonas aeruginosa,4805,-1,-1,46.1,1,4,1,21,9594.172737,0.001609075,Other,
1.4.1.21,C00003,Rhodopseudomonas palustris,7000,-1,-1,2.33,1,4,1,21,332.8571429,8.13E-05,Other,
1.4.1.21,C00006,Rhodopseudomonas palustris,102,-1,-1,2.33,1,4,1,21,22843.13725,8.13E-05,Other,
1.4.1.21,C00049,Rhodopseudomonas palustris,13400,-1,-1,2.33,1,4,1,21,173.880597,8.13E-05,Other,
1.4.1.21,C00003,Thermotoga maritima,250,-1,-1,4.9,1,4,1,21,19600,0.00017103,Other,
1.4.1.21,C00006,Thermotoga maritima,720,-1,-1,4.9,1,4,1,21,6805.555556,0.00017103,Other,
1.4.1.21,C00049,Thermotoga maritima,633.5,-1,-1,4.9,1,4,1,21,7734.80663,0.00017103,Other,
1.4.1.21,C00004,Archaeoglobus fulgidus,61,1,1,,1,4,1,21,,,Other,
1.4.1.21,C00014,Archaeoglobus fulgidus,14900,1,1,,1,4,1,21,,,Other,
1.4.1.21,C00036,Archaeoglobus fulgidus,2320,1,1,,1,4,1,21,,,Other,
1.4.1.21,C00004,Bradyrhizobium japonicum,250,1,1,41,1,4,1,21,164000,0.001431065,Other,
1.4.1.21,C00005,Bradyrhizobium japonicum,32,1,1,41,1,4,1,21,1281250,0.001431065,Other,
1.4.1.21,C00014,Bradyrhizobium japonicum,4300,1,1,41,1,4,1,21,9534.883721,0.001431065,Other,
1.4.1.21,C00036,Bradyrhizobium japonicum,21000,1,1,41,1,4,1,21,1952.380952,0.001431065,Other,
1.4.1.21,C00004,Cupriavidus necator,14,1,1,,1,4,1,21,,,Other,
1.4.1.21,C00014,Cupriavidus necator,167000,1,1,,1,4,1,21,,,Other,
1.4.1.21,C00036,Cupriavidus necator,1200,1,1,,1,4,1,21,,,Other,
1.4.1.21,C00004,Pseudomonas aeruginosa,45,1,1,77.6,1,4,1,21,1724444.444,0.002708551,Other,
1.4.1.21,C00005,Pseudomonas aeruginosa,52,1,1,77.6,1,4,1,21,1492307.692,0.002708551,Other,
1.4.1.21,C00014,Pseudomonas aeruginosa,11400,1,1,77.6,1,4,1,21,6807.017544,0.002708551,Other,
1.4.1.21,C00036,Pseudomonas aeruginosa,2630,1,1,77.6,1,4,1,21,29505.70342,0.002708551,Other,
1.4.1.21,C00004,Rhodopseudomonas palustris,4500,1,1,19,1,4,1,21,4222.222222,0.000663176,Other,
1.4.1.21,C00005,Rhodopseudomonas palustris,210,1,1,19,1,4,1,21,90476.19048,0.000663176,Other,
1.4.1.21,C00014,Rhodopseudomonas palustris,11300,1,1,19,1,4,1,21,1681.415929,0.000663176,Other,
1.4.1.21,C00036,Rhodopseudomonas palustris,9200,1,1,19,1,4,1,21,2065.217391,0.000663176,Other,
1.4.1.3,C00003,Bacteroides fragilis,2440,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00006,Bacteroides fragilis,19,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00025,Bacteroides fragilis,3740,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00003,Bos taurus,105,-1,-1,4.83,1,4,1,3,46000,0.000168586,Other,
1.4.1.3,C00006,Bos taurus,169,-1,-1,4.83,1,4,1,3,28579.88166,0.000168586,Other,
1.4.1.3,C00025,Bos taurus,1010,-1,-1,4.83,1,4,1,3,4782.178218,0.000168586,Other,
1.4.1.3,C00003,Chlamydomonas reinhardtii,260,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00025,Chlamydomonas reinhardtii,3000,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00003,Homo sapiens,710,-1,-1,65,1,4,1,3,91549.29577,0.002268761,Other,
1.4.1.3,C00025,Homo sapiens,3440,-1,-1,65,1,4,1,3,18895.34884,0.002268761,Other,
1.4.1.3,C00003,Pyrococcus furiosus,530,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00006,Pyrococcus furiosus,180,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00025,Pyrococcus furiosus,1630,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00003,Rattus norvegicus,644,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00006,Rattus norvegicus,540,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00025,Rattus norvegicus,13315,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00003,Rhodobacter sphaeroides,110,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00025,Rhodobacter sphaeroides,19500,-1,-1,,1,4,1,3,,,Other,
1.4.1.3,C00003,Sulfolobus solfataricus,63,-1,-1,,1,4,1,3,,,Other,
